question,answer,category,적용대상,출처
영어 단어를 매일 외워야 하나요?,"단어는 인강처럼 몰아서 하는 게 아니라, 매일 꾸준히 외워야 효과가 큽니다.",영어,공통,line958
영어 단어 외우는 데 시간이 너무 오래 걸리는데 괜찮나요?,단어 외우기는 시간이 오래 걸리는 게 정상입니다. 꾸준히 반복해서 외우는 것이 가장 중요합니다. 힘들어도 포기하지 마세요.,영어,공통,line959
영어 데일리 테스트에서 10개 정도 틀리는데 괜찮은가요?,"괜찮습니다. 틀린 단어를 보충해서 외우고, 꾸준히 반복하는 것이 중요합니다.",영어,공통,line960
"영어 인강 레벨 1, 2, 3은 언제 넘어가야 하나요?","한 레벨의 교재(독해, 논리, 문법 등)를 80~90% 이상 끝냈으면 바로 다음 레벨로 넘어가시면 됩니다.",영어,공통,line961
영어 모의고사는 어떻게 활용하면 좋은가요?,"본인 위치 파악과 문제 유형 분석이 목적입니다. 실전처럼 응시한 후, 오답 노트와 틀린 이유 분석을 반드시 병행하세요.",영어,공통,line962
영어 점수 향상을 위해 무엇을 신경 써야 하나요?,"강의와 단어를 매일 꾸준히 챙기고, 독해·논리·문법을 골고루 신경 써야 성적이 잘 오릅니다.",영어,공통,line963
영어 독해/논리가 너무 어렵게 느껴질 때는 어떻게 해야 하나요?,"인강을 통해 문제 접근법을 반복 학습하고, 다양한 문제를 풀면서 실전 감각을 익히는 것이 중요합니다.",영어,공통,line964
경희대 등 편입 지원 시 토익 점수는 어떻게 준비하면 되나요?,"수학과 영어 커리큘럼을 우선 따라가고, 후반기에 단어 기반이 충분할 때 문제집으로 준비하면 700~800점 이상 받는 게 어렵지 않습니다.",시험준비,공통,line965
인강을 들었을 때 복습은 얼마나 해야 하나요?,"인강 진도가 빠르다면 복습만 집중하는 날을 잡아도 괜찮습니다. 1:1 비율로 하거나, 1주일 정도 복습에 몰두해도 좋습니다.",학습법,공통,line966
"학원, 학교 병행할 때 시간 배분은 어떻게 해야 하나요?","학교 일정이나 실습, 시험 기간에는 최소한의 핵심만 챙기고, 여유 있을 때 복습·진도를 보충하는 것이 효율적입니다.",학습법,공통,line967
플래너에 어떤 식으로 공부 내용을 기록하면 좋은가요?,"어떤 단어(몇 챕터), 어떤 강의(몇 강), 복습, 문제풀이 등 구체적으로 적어야 피드백을 받기 쉽고, 본인 학습 진단에 도움이 됩니다.",학습법,공통,line968
수학 진도가 끝나면 바로 다음 파트로 넘어가도 되나요?,"진도 나가는 것도 중요하지만, 미분·적분·선형대수 등은 반드시 복습을 마친 뒤에 다음 파트(다변수 등)로 넘어가야 합니다.",수학,이과,line969
다변수미적분 진도는 언제 시작해야 하나요?,"3, 4월에는 선형대수 중심으로, 5월부터 다변수미적분 강의를 시작하는 것이 정규 커리큘럼에 맞는 진행입니다.",수학,이과,line970
다변수미적분을 처음 시작하는데 주의할 점이 있나요?,"계산이 복잡할 수 있으니, 복습하면서 계산 실수를 줄이는 연습을 하고, 강의 진도를 따라가며 문제풀이를 병행하세요.",수학,이과,line971
"선형대수 고유치, 선형사상 파트가 어려울 때는 어떻게 해야 하나요?","개념 영상, 해설 영상, 예제·심화 문제 풀이를 최대한 반복하고, 문제집을 여러 번 풀어가며 이해도를 높이는 것이 핵심입니다.",수학,이과,line972
선형대수 문제 푸는 법을 잘 모르겠어요,"개념을 반복 복습하고, 여러 문제 풀이 방법(강사별 풀이 포함)을 비교해보며, 풀이 과정별로 자기 것으로 만드는 과정이 필요합니다.",수학,이과,line973
수학 복습에 시간이 오래 걸려도 괜찮은가요?,수학 복습은 양이 많아서 시간이 오래 걸리는 것이 정상입니다. 꾸준하고 꼼꼼하게 복습하는 것이 오히려 실력 향상에 효과적입니다.,수학,이과,line974
"미분, 적분, 선형대수 등 개념이 잘 안 잡힐 때 어떻게 해야 하나요?","노트 정리, 반복 회독, 직접 빈 종이에 써보는 연습, 쉬운 문제부터 다시 풀어보기를 반복하는 것이 개념 정립에 매우 효과적입니다.",수학,이과,line975
모의고사 오답 정리는 어떻게 하나요?,"수학은 틀린 문제 파트별로 분류해서 해설 강의를 참고하고, 영어는 틀린 단어·선지를 표시한 후 왜 틀렸는지 분석해보는 습관을 들이세요.",시험준비,공통,line976
모의고사에서 시간이 부족하고 모르는 문제가 많아요.,"실전에서 시간을 재고 여러 번 경험해 보며, 복습을 통해 개념을 다지고, 문제풀이 연습을 반복해 나가는 것이 중요합니다.",시험준비,공통,line977
김영 모의고사는 반드시 신청해야 하나요?,"본인 위치 파악과 동기부여, 앞으로의 학습 방향 설정에 큰 도움이 되므로 반드시 신청하는 것이 좋습니다.",시험준비,공통,line978
"수학 데일리테스트, 위클리테스트는 어떻게 활용해야 하나요?","문제를 최대한 많이 풀어보고, 복습 차원에서 틀린 문제는 반드시 다시 풀어보는 것이 실력 향상에 중요합니다.",수학,이과,line979
수학 문제풀이가 부족한 것 같은데 어떻게 해야 할까요?,"진도에만 집중하지 말고, 데일리/위클리 테스트, 문제집 등에서 여러 문제를 반복해서 풀고, 풀었던 문제도 다시 풀어보세요.",수학,이과,line980
계산실수를 줄이고 싶습니다.,"한 문제당 시간을 넉넉히 두고(최대 20~30분), 과정을 꼼꼼히 적어가며 풀이 연습을 하세요. 여러 번 반복하면 실수도 줄어듭니다.",수학,이과,line981
필기노트는 어떻게 받나요?,"학원에서 제공하는 필기노트가 있으며, 담당 선생님께 요청하면 받을 수 있습니다. 단, 무단 배포는 금지입니다.",학습자료,공통,line982
필기노트는 직접 만들어야 하나요?,"직접 만들 필요는 없지만, 필기노트 만드는 과정이 개념 정리에 매우 효과적이니 가급적이면 본인 손으로 정리해보는 것을 추천합니다.",학습법,공통,line983
학교 실습·과제 등으로 공부를 못할 때 최소한으로 챙겨야 할 것은?,"시간이 부족할 땐 단어 암기, 짧은 복습, 인강 1강 등 핵심만 꼭 챙기고, 여유 있을 때 보충하는 방식이 효율적입니다.",학습법,공통,line984
공부 시간 확보가 어려울 때 어떻게 해야 하나요?,"플래너에 시간 단위를 세분화해서 기록하고, 짧은 시간이라도 꾸준히 매일 공부하는 것이 중요합니다.",학습법,공통,line985
복습을 할 때 어떤 방식이 가장 효과적인가요?,"개념 복습, 문제 재풀이, 오답 정리, 노트 필기 등 다양한 방법을 병행하는 것이 좋으며, 이해가 안 되는 부분은 강의를 반복 수강하세요.",학습법,공통,line986
영단어 암기를 꾸준히 이어가는 팁이 있을까요?,"매일 일정 시간에 정해진 양을 외우고, 퀴즐렛 등 어플이나 단어장을 활용해 짧은 시간이라도 복습하는 습관이 효과적입니다.",영어,공통,line987
"영어 단어는 어떤 교재, 어떤 방식으로 외워야 하나요?","이과 학생은 ‘보카바이블’ 단어장 표제어 위주로 1~2회독만 해도 충분합니다. 천일문 교재로 문장 내 단어도 함께 체크하며, 데일리테스트와 퀴즐렛 등 어플을 병행하면 효과적입니다.",영어,이과,line988
이과생 영어 공부 시간은 얼마나 투자해야 하나요?,"수학 비중이 높으므로 수학:영어=6:4~7:3으로, 단어와 문법, 독해만 기본적으로 매일 최소한 챙기면 됩니다.",학습법,이과,line989
영어 문법 기초가 약한데 어떻게 시작해야 하나요?,"‘천일문 master 500 sentences’ 교재로 문법 기초를 다진 뒤, 인강으로 문법 개념을 반복 학습하세요. 너무 완벽하려 하지 말고 주어, 동사 등 기본 틀만 잘 챙기면 충분합니다.",영어,이과,line990
수학 진도는 어떻게 나가야 하나요?,"5월까지 유튜브(태성쌤 등)로 미적분 완강, 그 후 적분, 선형대수, 다변수미적분 순으로 커리큘럼을 따르세요. 학교 병행 시 주 2~3강, 방학엔 속도 늘리면 됩니다.",수학,이과,line991
"학교, 아르바이트 등 병행 시 공부시간 확보는 어떻게 해야 하나요?","바쁜 날에도 수학 1강, 영어 단어 2챕터는 반드시 챙기고, 시간 날 때마다 진도와 복습을 병행해야 합니다.",학습법,공통,line992
영어 단어 암기가 너무 힘들고 오래 걸립니다. 어떻게 해야 하나요?,"단어 암기는 완벽보다 반복이 중요합니다. 첫 회독은 50%만 외워도 되고, 여러 번 회독하면서 점차 암기량을 늘려가세요.",영어,공통,line993
수학에서 도형(고1 개념 등)이 약한데 어떻게 보완해야 하나요?,"편입 수학에서 도형문제는 드물지만, 원·타원 방정식 등 핵심파트만 챙기면 충분합니다. 고1 도형 전체를 공부할 필요는 없습니다.",수학,이과,line994
"진도와 복습, 어느 쪽에 더 집중해야 하나요?","진도와 복습을 병행하되, 진도가 밀리면 방학에 집중적으로 따라잡으면 됩니다. 꾸준히 계획을 지키는 것이 중요합니다.",학습법,공통,line995
"데일리테스트, 위클리테스트 등은 어떻게 활용해야 하나요?","데일리테스트는 단어 복습용, 위클리테스트는 진도 점검·오답 정리에 활용하세요. 틀린 문제와 모르는 단어를 따로 체크해두면 효과적입니다.",시험준비,공통,line996
"모의고사는 언제부터 응시하는 게 좋고, 어떻게 활용해야 하나요?","수학 진도가 미분·적분까지 나가면 김영 모의고사 등 응시, 문제 유형과 실전 감각 파악에 중점을 두세요. 결과보다는 오답 분석에 집중하세요.",시험준비,공통,line997
"몸이 아프거나, 과제·시험기간 등으로 공부시간이 부족할 때 최소한 챙길 것은?","영어 단어, 수학 인강 1강만이라도 반드시 챙기고, 컨디션 회복 후 진도를 따라잡으면 됩니다.",학습법,공통,line998
강의 선택은 어떻게 하면 좋은가요?,"여러 강사 OT(맛보기) 강의를 들어보고, 본인에게 맞는 스타일로 선택하면 됩니다. 수학은 장황수학, 영어는 김수환T 등 추천 강사도 참고하세요.",커리큘럼,이과,line999
진도 관리가 느려질 때 동기부여/루틴 유지법이 궁금해요.,"공부 시간을 정해 매일 체크(열품타, 플래너 활용)하고, 계획을 세분화해서 소화 가능한 목표부터 실천하세요.",학습법,공통,line1000
"중간/기말시험, 아르바이트 등 일정이 많을 때 장기적으로 진도는 어떻게 관리해야 하나요?","학기 중엔 최소 진도만 챙기고, 방학 때 진도·복습을 몰아서 진행하면 됩니다. 진도 밀리더라도 포기하지 말고 끝까지 따라가면 충분합니다.",학습법,공통,line1001
편입영어 단어는 어떻게 외우는 게 좋은가요?,"쓰면서 외워도 되지만, 양이 많기 때문에 pdf 파일을 프린트해 눈으로 보고, 뜻을 가리며 외우고, 모르는 단어는 엑셀이나 노트에 영어만 적고 반복해서 뜻을 맞춰보세요. 퀴즐렛 어플(단어 카드, 게임 등) 활용도 추천합니다. 첫 회독 목표는 40% 정도만 챙기면 충분합니다.",영어,공통,line1002
중앙대학교 이과 편입은 어떤 과목을 준비해야 하나요?,중앙대학교 이과편입은 수학 시험만 응시합니다,시험준비,공통,cau2025-page7
중앙대학교 2024 편입 전형이나 시험 일정이 어떻게 되나요?,"원서접수: 2024.12.10(화) 10시~12.11(수) 18시, 필기/실기: 2025.1.12(일)·1.11(토), 1단계 합격자 발표: 1.17(금), 서류업로드: 1.17~1.18, 면접: 1.25(토), 합격자 발표: 2.7(금), 등록: 2.10~2.12",시험준비,공통,cau2025-page7
중앙대학교 2024 편입에서 전형방법이 변경된 부분이 있나요?,"일부 모집단위 전형방법 변경, 생명공학/예술공학/첨단소재공학과 서류+어학+성적 일괄합산, 경영/산업보안/국제물류 우선선발 세부자격 변경",시험준비,공통,cau2025-page3
중앙대학교 2024 편입은 복수지원이나 중복지원이 가능한가요?,"모든 전형 및 모집단위 복수지원 불가, 일반/우선선발 중복지원도 불가, 1개만 등록 가능",시험준비,공통,cau2025-page10
